,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement,final_label
93,93,93,103.0,103,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.",Observed intermittent hang when executing `torchrun --nproc_per_node 8 script.py --bad` on PyTorch 2.7 in NCCL distributed mode.,Neutral,Neutral,long,0.2941176470588235,0.0328947368421052,0.059171597633136,"('information_request', 'Technical', 'Neutral')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
94,94,94,104.0,104,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","The script conditionally calls `torch.distributed.init_process_group(""nccl"", device_id=device)` when the `--bad` flag is set, then runs a 10,000‑iteration broadcast loop.",Neutral,Neutral,long,0.2222222222222222,0.0263157894736842,0.0470588235294117,"('information_request', 'Technical', 'Neutral')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
95,95,95,105.0,105,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","Execution completes without hanging using the same command without the `--bad` flag on PyTorch 2.7, and completes with the `--bad` flag on PyTorch 2.6.0.",Neutral,Neutral,long,0.25,0.0394736842105263,0.0681818181818181,"('information_request', 'Technical', 'Neutral')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
96,96,96,106.0,106,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.",The behavior reproduces on multiple GPU models during the described runs.,Neutral,Neutral,long,0.0909090909090909,0.006578947368421,0.0122699386503067,"('information_request', 'Technical', 'Neutral')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
97,97,97,107.0,107,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","Additional environment details (CUDA version, driver version, NCCL version, OS) and verification steps are requested for further analysis.",Neutral,Neutral,long,0.0555555555555555,0.006578947368421,0.0117647058823529,"('information_request', 'Technical', 'Neutral')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
98,98,98,108.0,108,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.",Running the provided script with torchrun --nproc_per_node 8 and the --bad flag on PyTorch 2.7 results in intermittent hangs during distributed execution.,Neutral,Neutral,long,0.3636363636363636,0.0526315789473684,0.0919540229885057,"('social_acknowledgment', 'Professional/Formal', 'List')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
99,99,99,109.0,109,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.",The script initializes the process group using torch.distributed.init_process_group with and without the device_id argument based on the value of the 'bad' parameter.,Neutral,Neutral,long,0.2727272727272727,0.0394736842105263,0.0689655172413793,"('social_acknowledgment', 'Professional/Formal', 'List')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
100,100,100,110.0,110,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","When executed without the --bad flag, the same script completes without hanging on both PyTorch 2.6.0 and 2.7.0.",Neutral,Neutral,long,0.2777777777777778,0.0328947368421052,0.0588235294117647,"('social_acknowledgment', 'Professional/Formal', 'List')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
101,101,101,111.0,111,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","The observed hang occurs after the broadcast operation within the loop that iterates 10,000 times, regardless of GPU model.",Neutral,Neutral,long,0.2105263157894736,0.0263157894736842,0.0467836257309941,"('social_acknowledgment', 'Professional/Formal', 'List')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
102,102,102,112.0,112,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.",The script includes a conditional that creates a tensor of ones on rank 0 and zeros on other ranks before broadcasting.,Neutral,Neutral,long,0.2857142857142857,0.0394736842105263,0.0693641618497109,"('social_acknowledgment', 'Professional/Formal', 'List')",5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,,,,,1
