,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_type,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_Nr,original_GitHub_Type,original_final_example,original_label,original_label_detailed,label_detailed,label,statement
0,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I noticed that using nn.Linear with float16 or bfloat16 datatypes can lead to significant numerical discrepancies when applied to sliced tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` produces different results compared to `out1[:, delay:]` from `out1 = net(x1)`. The differences are small but significant enough to cause assertion errors. I'm unsure if this is a known issue or a bug in PyTorch's half-precision implementation.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I noticed that using nn.Linear with float16 or bfloat16 datatypes can lead to significant numerical discrepancies when applied to sliced tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` produces different results compared to `out1[:, delay:]` from `out1 = net(x1)`. The differences are small but significant enough to cause assertion errors. I'm unsure if this is a known issue or a bug in PyTorch's half-precision implementation."
1,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I'm encountering unexpected numerical errors when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The assertion `torch.allclose(out1[:, delay:], out2)` fails, even though `torch.allclose(x1[:, delay:], x2)` passes. The error is more pronounced with bfloat16. I'm not sure if this is within the acceptable range of precision for these datatypes or if it's a bug.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I'm encountering unexpected numerical errors when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The assertion `torch.allclose(out1[:, delay:], out2)` fails, even though `torch.allclose(x1[:, delay:], x2)` passes. The error is more pronounced with bfloat16. I'm not sure if this is within the acceptable range of precision for these datatypes or if it's a bug."
2,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I've found that nn.Linear can produce different outputs for mathematically identical float16 and bfloat16 tensors when they are sliced. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` results in a significant numerical difference compared to `out1[:, delay:]` from `out1 = net(x1)`. The error is particularly large with bfloat16. I'm not sure if this is a precision issue or a bug in PyTorch.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I've found that nn.Linear can produce different outputs for mathematically identical float16 and bfloat16 tensors when they are sliced. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` results in a significant numerical difference compared to `out1[:, delay:]` from `out1 = net(x1)`. The error is particularly large with bfloat16. I'm not sure if this is a precision issue or a bug in PyTorch."
3,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I'm seeing significant numerical discrepancies when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` produces different results compared to `out1[:, delay:]` from `out1 = net(x1)`. The differences are small but enough to cause assertion errors. I'm unsure if this is a known issue or a bug in PyTorch's half-precision implementation.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I'm seeing significant numerical discrepancies when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` produces different results compared to `out1[:, delay:]` from `out1 = net(x1)`. The differences are small but enough to cause assertion errors. I'm unsure if this is a known issue or a bug in PyTorch's half-precision implementation."
4,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I've encountered a numerical precision issue when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` results in a significant numerical difference compared to `out1[:, delay:]` from `out1 = net(x1)`. The error is more pronounced with bfloat16. I'm not sure if this is a precision issue or a bug in PyTorch.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I've encountered a numerical precision issue when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` results in a significant numerical difference compared to `out1[:, delay:]` from `out1 = net(x1)`. The error is more pronounced with bfloat16. I'm not sure if this is a precision issue or a bug in PyTorch."
5,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I'm running into numerical precision issues when applying nn.Linear to sliced float16 and bfloat16 tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` produces different results compared to `out1[:, delay:]` from `out1 = net(x1)`. The differences are small but significant enough to cause assertion errors. I'm unsure if this is a known issue or a bug in PyTorch's half-precision implementation.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I'm running into numerical precision issues when applying nn.Linear to sliced float16 and bfloat16 tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` produces different results compared to `out1[:, delay:]` from `out1 = net(x1)`. The differences are small but significant enough to cause assertion errors. I'm unsure if this is a known issue or a bug in PyTorch's half-precision implementation."
6,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I've noticed that nn.Linear can produce different outputs for mathematically identical float16 and bfloat16 tensors when they are sliced. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` results in a significant numerical difference compared to `out1[:, delay:]` from `out1 = net(x1)`. The error is particularly large with bfloat16. I'm not sure if this is a precision issue or a bug in PyTorch.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I've noticed that nn.Linear can produce different outputs for mathematically identical float16 and bfloat16 tensors when they are sliced. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` results in a significant numerical difference compared to `out1[:, delay:]` from `out1 = net(x1)`. The error is particularly large with bfloat16. I'm not sure if this is a precision issue or a bug in PyTorch."
7,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I'm encountering unexpected numerical errors when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The assertion `torch.allclose(out1[:, delay:], out2)` fails, even though `torch.allclose(x1[:, delay:], x2)` passes. The error is more pronounced with bfloat16. I'm not sure if this is within the acceptable range of precision for these datatypes or if it's a bug in PyTorch.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I'm encountering unexpected numerical errors when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The assertion `torch.allclose(out1[:, delay:], out2)` fails, even though `torch.allclose(x1[:, delay:], x2)` passes. The error is more pronounced with bfloat16. I'm not sure if this is within the acceptable range of precision for these datatypes or if it's a bug in PyTorch."
8,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I've found that nn.Linear can produce different outputs for mathematically identical float16 and bfloat16 tensors when they are sliced. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` results in a significant numerical difference compared to `out1[:, delay:]` from `out1 = net(x1)`. The error is particularly large with bfloat16. I'm not sure if this is a precision issue or a bug in PyTorch.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I've found that nn.Linear can produce different outputs for mathematically identical float16 and bfloat16 tensors when they are sliced. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` results in a significant numerical difference compared to `out1[:, delay:]` from `out1 = net(x1)`. The error is particularly large with bfloat16. I'm not sure if this is a precision issue or a bug in PyTorch."
9,pytorch_pytorch,issue,154997,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","I'm seeing significant numerical discrepancies when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` produces different results compared to `out1[:, delay:]` from `out1 = net(x1)`. The differences are small but enough to cause assertion errors. I'm unsure if this is a known issue or a bug in PyTorch's half-precision implementation.",Known,0,0,pytorch_pytorch,154997,issue,,1,1,1,1,"I'm seeing significant numerical discrepancies when using nn.Linear with float16 and bfloat16 datatypes on sliced tensors. The code `x2 = x1[:, delay:]` and `out2 = net(x2)` produces different results compared to `out1[:, delay:]` from `out1 = net(x1)`. The differences are small but enough to cause assertion errors. I'm unsure if this is a known issue or a bug in PyTorch's half-precision implementation."
